index,anio,Mes,Dia,location_dist
227,2019,8,16,30729.12
228,2019,8,17,13270.14
229,2019,8,18,10481.66
230,2019,8,19,30987.22
231,2019,8,20,32955.07
232,2019,8,21,32418.74
233,2019,8,22,29912.85
234,2019,8,23,29452.77
235,2019,8,24,12933.06
236,2019,8,25,11392.95
237,2019,8,26,31661.69
238,2019,8,27,32581.71
239,2019,8,28,34169.94
240,2019,8,29,32487.87
241,2019,8,30,30955.05
242,2019,8,31,14014.04
243,2019,9,1,11607.18
244,2019,9,2,32408.53
245,2019,9,3,33565.78
246,2019,9,4,32931.28
247,2019,9,5,31914.58
248,2019,9,6,31041.84
249,2019,9,7,12640.75
250,2019,9,8,11001.47
251,2019,9,9,31518.7
252,2019,9,10,29157.57
253,2019,9,11,31276.66
254,2019,9,12,32091.96
255,2019,9,13,27213.11
256,2019,9,14,10848.63
257,2019,9,15,8386.18
258,2019,9,16,6337.33
259,2019,9,17,28572.32
260,2019,9,18,28065.92
261,2019,9,19,26820.9
262,2019,9,20,27657.73
263,2019,9,21,14182.52
264,2019,9,22,11232.62
265,2019,9,23,31612.42
266,2019,9,24,27865.27
267,2019,9,25,27440.86
268,2019,9,26,32678.94
269,2019,9,27,31352.11
270,2019,9,28,13343.72
271,2019,9,29,7435.44
272,2019,9,30,28643.26
273,2019,10,1,29660.47
274,2019,10,2,31881.34
275,2019,10,3,31231.83
276,2019,10,4,29628.91
277,2019,10,5,13479.86
278,2019,10,6,10357.18
279,2019,10,7,31821.08
280,2019,10,8,31511.03
281,2019,10,9,29713.88
282,2019,10,10,33102.71
283,2019,10,11,28695.1
284,2019,10,12,13488.66
285,2019,10,13,10852.14
286,2019,10,14,31071.45
287,2019,10,15,33632.06
288,2019,10,16,30198.8
289,2019,10,17,19170.39
290,2019,10,18,29260.18
291,2019,10,19,13864.06
292,2019,10,20,10947.59
293,2019,10,21,29523.73
294,2019,10,22,31475.16
295,2019,10,23,31796.14
296,2019,10,24,26904.74
297,2019,10,25,27721.34
298,2019,10,26,11458.11
299,2019,10,27,8505.72
300,2019,10,28,29108.5
301,2019,10,29,32560.02
302,2019,10,30,26082.49
303,2019,10,31,28914.48
304,2019,11,1,23874.09
305,2019,11,1,2.71
306,2019,11,2,9348.52
307,2019,11,3,9011.07
308,2019,11,4,30502.93
309,2019,11,5,28210.49
310,2019,11,6,32414.5
311,2019,11,7,32036.99
312,2019,11,8,30984.45
313,2019,11,9,16359.04
314,2019,11,10,10500.37
315,2019,11,11,30013.54
316,2019,11,12,32473.69
317,2019,11,13,31682.21
318,2019,11,14,30500.39
319,2019,11,14,0.0
320,2019,11,15,29364.04
321,2019,11,16,12028.24
322,2019,11,16,0.0
323,2019,11,17,8506.97
324,2019,11,18,9906.51
325,2019,11,19,29768.76
326,2019,11,20,32226.47
327,2019,11,21,30891.67
328,2019,11,22,30072.11
329,2019,11,23,11459.08
330,2019,11,24,10442.93
331,2019,11,25,31012.43
332,2019,11,26,32443.16
333,2019,11,26,0.0
334,2019,11,27,33072.87
335,2019,11,28,31630.71
336,2019,11,29,30543.01
337,2019,11,30,13122.36
338,2019,12,1,10756.6
339,2019,12,2,29745.53
340,2019,12,3,31363.57
341,2019,12,4,31309.34
342,2019,12,5,30934.17
343,2019,12,6,29362.27
344,2019,12,7,12527.9
345,2019,12,7,0.0
346,2019,12,8,9041.75
347,2019,12,9,29973.45
348,2019,12,10,31657.24
349,2019,12,11,29759.82
350,2019,12,12,25561.97
351,2019,12,13,27676.54
352,2019,12,14,12652.12
353,2019,12,15,9407.2
354,2019,12,16,27011.37
355,2019,12,17,27386.49
356,2019,12,18,25153.64
357,2019,12,19,24815.67
358,2019,12,20,23214.0
359,2019,12,21,10656.73
360,2019,12,22,6344.07
361,2019,12,23,17822.38
362,2019,12,24,10304.7
363,2019,12,25,3238.63
364,2019,12,26,15243.26
365,2019,12,27,15161.84
366,2019,12,27,0.0
367,2019,12,28,7651.01
368,2019,12,29,6586.44
369,2019,12,29,0.0
370,2019,12,30,14795.41
371,2019,12,30,2.23
372,2019,12,31,9766.15
373,2019,12,31,36.08
374,2020,1,1,3698.68
375,2020,1,2,16647.0
376,2020,1,3,18077.11
377,2020,1,4,9434.15
378,2020,1,5,8164.82
379,2020,1,6,22004.69
380,2020,1,7,25293.81
381,2020,1,8,26636.83
382,2020,1,9,28115.17
383,2020,1,10,27844.37
384,2020,1,11,12061.8
385,2020,1,12,9885.51
386,2020,1,13,29402.64
387,2020,1,14,31353.92
388,2020,1,15,31648.5
389,2020,1,16,26162.57
390,2020,1,17,29316.62
391,2020,1,18,12093.39
392,2020,1,19,7121.46
393,2020,1,20,26016.1
394,2020,1,21,28795.94
395,2020,1,22,29216.78
396,2020,1,23,29613.54
397,2020,1,24,29578.94
398,2020,1,25,12436.53
399,2020,1,26,9951.22
400,2020,1,27,29685.37
401,2020,1,28,30913.08
402,2020,1,29,30458.47
403,2020,1,30,29895.36
404,2020,1,31,27866.5
405,2020,2,1,11822.32
406,2020,2,2,8094.72
407,2020,2,3,9033.9
408,2020,2,4,30058.9
409,2020,2,5,31184.45
410,2020,2,6,31316.42
411,2020,2,7,30811.61
412,2020,2,8,13255.98
413,2020,2,9,10905.41
414,2020,2,10,29825.98
415,2020,2,11,31240.06
416,2020,2,12,31971.79
417,2020,2,13,31290.13
418,2020,2,14,26999.77
419,2020,2,15,12200.87
420,2020,2,16,10245.19
421,2020,2,17,29552.15
422,2020,2,18,31869.55
423,2020,2,19,32133.15
424,2020,2,20,31330.83
425,2020,2,21,30838.41
426,2020,2,22,14033.04
427,2020,2,23,10744.34
428,2020,2,24,30742.66
429,2020,2,25,31646.38
430,2020,2,26,32174.13
431,2020,2,27,31189.49
432,2020,2,28,30850.44
433,2020,2,29,13043.25
434,2020,3,1,10685.12
435,2020,3,2,29932.18
436,2020,3,3,32015.22
437,2020,3,4,31808.74
438,2020,3,5,32425.97
439,2020,3,6,30442.0
440,2020,3,7,12971.69
441,2020,3,8,11209.38
442,2020,3,9,23724.09
443,2020,3,10,31555.34
444,2020,3,11,32054.42
445,2020,3,12,31819.33
446,2020,3,13,28761.58
447,2020,3,14,11276.93
448,2020,3,15,8060.59
449,2020,3,16,8366.97
450,2020,3,17,23317.18
451,2020,3,18,20318.44
452,2020,3,19,17668.02
453,2020,3,20,16838.29
454,2020,3,21,6681.83
455,2020,3,22,5549.7
456,2020,3,23,12270.43
457,2020,3,24,11818.08
458,2020,3,25,10874.03
459,2020,3,26,10129.98
460,2020,3,27,9826.08
461,2020,3,28,5996.88
462,2020,3,29,4264.48
463,2020,3,30,8474.52
464,2020,3,31,8145.96
465,2020,4,1,7277.75
466,2020,4,2,6904.94
467,2020,4,3,6690.44
468,2020,4,4,4481.42
469,2020,4,5,3688.55
470,2020,4,6,6058.77
471,2020,4,7,5968.36
472,2020,4,8,5468.82
473,2020,4,9,4089.84
474,2020,4,10,4125.74
475,2020,4,11,3783.87
476,2020,4,12,3412.31
477,2020,4,13,5883.41
478,2020,4,14,5954.08
479,2020,4,15,6234.42
480,2020,4,16,5725.86
481,2020,4,17,5663.53
482,2020,4,18,3983.75
483,2020,4,19,3563.8
484,2020,4,20,5491.12
485,2020,4,21,5448.63
486,2020,4,22,5678.54
487,2020,4,23,5297.78
488,2020,4,24,5114.97
489,2020,4,25,3847.28
490,2020,4,26,3808.54
491,2020,4,27,5523.65
492,2020,4,28,5478.5
493,2020,4,29,5625.47
494,2020,4,30,5067.38
495,2020,5,1,8199.47
496,2020,5,2,9246.7
497,2020,5,3,7565.79
498,2020,5,4,12049.54
499,2020,5,5,10077.64
500,2020,5,6,9979.63
501,2020,5,7,10144.47
502,2020,5,8,11467.98
503,2020,5,9,8115.54
504,2020,5,10,6790.29
505,2020,5,11,10484.79
506,2020,5,12,11352.75
507,2020,5,13,11544.53
508,2020,5,14,11510.03
509,2020,5,15,12588.72
510,2020,5,16,9440.22
511,2020,5,17,8033.08
512,2020,5,18,11609.03
513,2020,5,19,12289.87
514,2020,5,20,10969.91
515,2020,5,21,11453.4
516,2020,5,22,12143.05
517,2020,5,23,9760.87
518,2020,5,24,8398.54
519,2020,5,25,13050.99
520,2020,5,26,12708.44
521,2020,5,27,12622.44
522,2020,5,28,11723.64
523,2020,5,29,13599.52
524,2020,5,30,10177.27
525,2020,5,31,7244.46
526,2020,6,1,13416.29
527,2020,6,2,14131.19
528,2020,6,3,13778.13
529,2020,6,4,13619.89
530,2020,6,5,14848.68
531,2020,6,6,11095.42
532,2020,6,7,8564.6
533,2020,6,8,12047.11
534,2020,6,9,13467.72
535,2020,6,10,14374.91
536,2020,6,11,13411.57
537,2020,6,12,14928.94
538,2020,6,13,11828.02
539,2020,6,14,9921.59
540,2020,6,15,14793.68
541,2020,6,16,15265.48
542,2020,6,17,15026.74
543,2020,6,18,15435.03
544,2020,6,19,15313.98
545,2020,6,20,9685.41
546,2020,6,21,8989.79
547,2020,6,22,10948.28
548,2020,6,23,12391.76
549,2020,6,24,13950.32
550,2020,6,25,13452.12
551,2020,6,26,15756.5
552,2020,6,27,12414.21
553,2020,6,28,10216.35
554,2020,6,29,13805.25
555,2020,6,30,16282.85
556,2020,7,1,16209.18
557,2020,7,2,17845.16
558,2020,7,3,16508.15
559,2020,7,4,12276.68
560,2020,7,5,8984.91
561,2020,7,6,16226.35
562,2020,7,7,16333.29
563,2020,7,8,17175.5
564,2020,7,9,15303.73
565,2020,7,10,18519.28
566,2020,7,11,14394.97
567,2020,7,12,10529.91
568,2020,7,13,17760.82
569,2020,7,14,18468.66
570,2020,7,15,19686.94
571,2020,7,16,19648.82
572,2020,7,17,19386.7
573,2020,7,18,14423.66
574,2020,7,19,12745.16
575,2020,7,20,18918.13
576,2020,7,21,20223.25
577,2020,7,22,20428.65
578,2020,7,23,20918.39
579,2020,7,24,21025.11
580,2020,7,25,14495.84
581,2020,7,26,10598.36
582,2020,7,27,20265.59
583,2020,7,28,21566.27
584,2020,7,29,20264.82
585,2020,7,30,19771.56
586,2020,7,31,18892.8
587,2020,8,1,15581.91
588,2020,8,2,11859.74
589,2020,8,3,20425.8
590,2020,8,4,20360.92
591,2020,8,5,22888.68
592,2020,8,6,22137.95
593,2020,8,7,22379.07
594,2020,8,8,15651.28
595,2020,8,9,11758.31
596,2020,8,10,19260.23
597,2020,8,11,21310.93
598,2020,8,12,21865.1
599,2020,8,13,22486.27
600,2020,8,14,20193.49
601,2020,8,15,15582.91
602,2020,8,16,12992.73
603,2020,8,17,18649.22
604,2020,8,18,21014.08
605,2020,8,19,22098.46
606,2020,8,20,19768.96
607,2020,8,21,23295.87
608,2020,8,22,17341.94
609,2020,8,23,13569.55
610,2020,8,24,17966.28
611,2020,8,25,21725.69
612,2020,8,26,21781.46
613,2020,8,27,20459.46
614,2020,8,28,20434.81
615,2020,8,29,15368.89
616,2020,8,30,13706.13
617,2020,8,31,19077.56
618,2020,9,1,22871.82
619,2020,9,2,23460.09
620,2020,9,3,22876.22
621,2020,9,4,22942.43
622,2020,9,5,14440.16
623,2020,9,6,12663.94
624,2020,9,7,20848.78
625,2020,9,8,22055.97
626,2020,9,9,23840.17
627,2020,9,10,20323.05
628,2020,9,11,24172.17
629,2020,9,12,14835.71
630,2020,9,13,13646.84
631,2020,9,14,22706.25
632,2020,9,15,20215.46
633,2020,9,16,11185.74
634,2020,9,17,23319.94
635,2020,9,18,15916.99
636,2020,9,19,15408.49
637,2020,9,20,11991.31
638,2020,9,21,21661.54
639,2020,9,22,25221.91
640,2020,9,23,25034.0
641,2020,9,24,24287.11
642,2020,9,25,24749.67
643,2020,9,26,18584.71
644,2020,9,27,14055.25
645,2020,9,28,25161.61
646,2020,9,29,22521.64
647,2020,9,30,26057.05
648,2020,10,1,25728.62
649,2020,10,2,25236.71
650,2020,10,3,18600.07
651,2020,10,4,14553.48
652,2020,10,5,24704.48
653,2020,10,6,25370.11
654,2020,10,7,25160.65
655,2020,10,8,26076.25
656,2020,10,9,23697.97
657,2020,10,10,19165.63
658,2020,10,11,15117.37
659,2020,10,12,23348.99
660,2020,10,13,23695.66
661,2020,10,14,24940.33
662,2020,10,15,27322.78
663,2020,10,16,25869.32
664,2020,10,17,19044.62
665,2020,10,18,12423.57
666,2020,10,19,24277.12
667,2020,10,20,26308.28
668,2020,10,21,25737.43
669,2020,10,22,26413.46
670,2020,10,23,26788.24
671,2020,10,24,18051.64
672,2020,10,25,15293.64
673,2020,10,26,24328.54
674,2020,10,27,26324.71
675,2020,10,28,26149.22
676,2020,10,29,26175.79
677,2020,10,30,26627.4
678,2020,10,31,17520.46
679,2020,11,1,13068.58
680,2020,11,2,16953.2
681,2020,11,3,24523.29
682,2020,11,4,24684.77
683,2020,11,5,24744.5
684,2020,11,6,25413.73
685,2020,11,7,17759.5
686,2020,11,8,14225.69
687,2020,11,9,24645.97
688,2020,11,10,26420.56
689,2020,11,11,26610.24
690,2020,11,12,26112.49
691,2020,11,13,26281.93
692,2020,11,14,17348.12
693,2020,11,15,13148.7
694,2020,11,16,14201.92
695,2020,11,17,24074.8
696,2020,11,18,23334.4
697,2020,11,19,24715.28
698,2020,11,20,23108.46
699,2020,11,21,17017.71
700,2020,11,22,13758.69
701,2020,11,23,21584.94
702,2020,11,24,24822.12
703,2020,11,25,24051.65
704,2020,11,26,24801.68
705,2020,11,27,25441.83
706,2020,11,28,17432.4
707,2020,11,29,13822.03
708,2020,11,30,22261.38
709,2020,12,1,12124.96
710,2020,12,2,11670.82
711,2020,12,2,1.41
712,2020,12,3,11673.13
713,2020,12,3,4.49
714,2020,12,4,10818.63
715,2020,12,4,0.0
716,2020,12,5,7920.83
717,2020,12,5,0.0
718,2020,12,6,6241.48
719,2020,12,7,10073.9
720,2020,12,7,0.61
721,2020,12,8,10718.0
722,2020,12,9,11105.17
723,2020,12,10,11210.03
724,2020,12,10,0.0
725,2020,12,11,10666.84
726,2020,12,11,3.65
727,2020,12,12,8363.84
728,2020,12,12,3.03
729,2020,12,13,6239.43
730,2020,12,13,0.0
731,2020,12,14,10205.43
732,2020,12,14,1.95
733,2020,12,15,11130.1
734,2020,12,15,1.24
735,2020,12,16,11247.5
736,2020,12,16,0.0
737,2020,12,17,10748.81
738,2020,12,18,10863.54
739,2020,12,18,0.0
740,2020,12,19,6051.68
741,2020,12,19,0.0
742,2020,12,20,4466.75
743,2020,12,20,0.0
744,2020,12,21,7746.58
745,2020,12,21,0.0
746,2020,12,22,7986.26
747,2020,12,22,4.99
748,2020,12,23,8130.25
749,2020,12,24,5363.52
750,2020,12,24,2.31
751,2020,12,25,2447.07
752,2020,12,26,4316.6
753,2020,12,27,3889.9
754,2020,12,28,6677.94
755,2020,12,28,1.54
756,2020,12,29,6687.67
757,2020,12,29,0.0
758,2020,12,30,6865.81
759,2020,12,30,24.42
760,2020,12,31,5101.78
761,2020,12,31,43.29
762,2021,1,1,6102.61
763,2021,1,2,9858.33
764,2021,1,3,9406.95
765,2021,1,4,15852.5
766,2021,1,5,17273.38
767,2021,1,6,15865.35
768,2021,1,7,16816.15
769,2021,1,8,17550.92
770,2021,1,9,13527.74
771,2021,1,10,11450.92
772,2021,1,11,17353.51
773,2021,1,12,18837.7
774,2021,1,13,19015.72
775,2021,1,14,19549.96
776,2021,1,15,20664.02
777,2021,1,16,14097.03
778,2021,1,17,11279.24
779,2021,1,18,21641.09
780,2021,1,19,21813.36
781,2021,1,20,21673.83
782,2021,1,21,22188.22
783,2021,1,22,22782.95
784,2021,1,23,17716.66
785,2021,1,24,14616.85
786,2021,1,25,21756.94
787,2021,1,26,23375.48
788,2021,1,27,23234.92
789,2021,1,28,23723.36
790,2021,1,29,25064.12
791,2021,1,30,19008.79
792,2021,1,31,15172.43
793,2021,2,1,16002.44
794,2021,2,2,23504.75
795,2021,2,3,24436.83
796,2021,2,4,24264.78
797,2021,2,5,25195.21
798,2021,2,6,19469.77
799,2021,2,7,15167.26
800,2021,2,8,22676.35
801,2021,2,9,24390.79
802,2021,2,10,22087.65
803,2021,2,11,21710.27
804,2021,2,12,24262.4
805,2021,2,13,19490.7
806,2021,2,14,15784.39
807,2021,2,15,22323.42
808,2021,2,16,25727.11
809,2021,2,17,25936.52
810,2021,2,18,25950.2
811,2021,2,19,25486.12
812,2021,2,20,19322.63
813,2021,2,21,16022.93
814,2021,2,22,23924.88
815,2021,2,23,26225.88
816,2021,2,24,25995.25
817,2021,2,25,27186.57
818,2021,2,26,26863.48
819,2021,2,27,19423.04
820,2021,2,28,15888.01
821,2021,3,1,12698.83
822,2021,3,2,13598.01
823,2021,3,3,13724.7
824,2021,3,4,13174.56
825,2021,3,5,13581.74
826,2021,3,6,8545.1
827,2021,3,7,7024.64
828,2021,3,8,12584.65
829,2021,3,9,13410.22
830,2021,3,10,12092.63
831,2021,3,11,13658.59
832,2021,3,12,13250.29
833,2021,3,13,9347.21
834,2021,3,14,7185.64
835,2021,3,15,7950.88
836,2021,3,16,13511.51
837,2021,3,17,13793.16
838,2021,3,18,12465.37
839,2021,3,19,13527.51
840,2021,3,20,9685.76
841,2021,3,21,8197.64
842,2021,3,22,12923.69
843,2021,3,23,13939.43
844,2021,3,24,13996.72
845,2021,3,25,14289.72
846,2021,3,26,13958.75
847,2021,3,27,9551.43
848,2021,3,28,8423.4
849,2021,3,29,12428.03
850,2021,3,30,12959.18
851,2021,3,31,12959.98
852,2021,4,1,9349.82
853,2021,4,2,7805.62
854,2021,4,3,7895.67
855,2021,4,4,7497.26
856,2021,4,5,12412.93
857,2021,4,6,12787.48
858,2021,4,7,14478.32
859,2021,4,8,13777.9
860,2021,4,9,12915.19
861,2021,4,10,9657.02
862,2021,4,11,8370.54
863,2021,4,12,12786.03
864,2021,4,13,13061.45
865,2021,4,14,14814.01
866,2021,4,15,14775.77
867,2021,4,16,14130.32
868,2021,4,17,10232.72
869,2021,4,18,8681.34
870,2021,4,19,13696.21
871,2021,4,20,14931.92
872,2021,4,21,14449.74
873,2021,4,22,14962.3
874,2021,4,23,14706.38
875,2021,4,24,9378.21
876,2021,4,25,8286.58
877,2021,4,26,13670.64
878,2021,4,27,13847.54
879,2021,4,28,13696.76
880,2021,4,29,14372.03
881,2021,4,30,14358.66
882,2021,5,1,9677.19
883,2021,5,2,8495.02
884,2021,5,3,14625.59
885,2021,5,4,15006.2
886,2021,5,5,11403.14
887,2021,5,6,15626.24
888,2021,5,7,15475.22
889,2021,5,8,10165.7
890,2021,5,9,8067.63
891,2021,5,10,12295.79
892,2021,5,11,13870.72
893,2021,5,12,12943.82
894,2021,5,13,14904.75
895,2021,5,14,14287.98
896,2021,5,15,9482.64
897,2021,5,16,8104.81
898,2021,5,17,12923.64
899,2021,5,18,13977.99
900,2021,5,19,15475.59
901,2021,5,20,15032.2
902,2021,5,21,14935.44
903,2021,5,22,9779.8
904,2021,5,23,8908.63
905,2021,5,24,13065.05
906,2021,5,25,14156.08
907,2021,5,26,15232.7
908,2021,5,27,15962.15
909,2021,5,28,14987.06
910,2021,5,29,10007.34
911,2021,5,30,8783.27
912,2021,5,31,14813.02
913,2021,6,1,32036.59
914,2021,6,2,28230.46
915,2021,6,3,26776.04
916,2021,6,4,26769.87
917,2021,6,5,20775.24
918,2021,6,6,20508.21
919,2021,6,7,31204.52
920,2021,6,8,31826.46
921,2021,6,9,28991.33
922,2021,6,10,31850.61
923,2021,6,11,29857.44
924,2021,6,12,18436.74
925,2021,6,13,17050.2
926,2021,6,14,27995.01
927,2021,6,15,33634.98
928,2021,6,16,33809.31
929,2021,6,17,32123.45
930,2021,6,18,23313.86
931,2021,6,19,18936.07
932,2021,6,20,17311.13
933,2021,6,21,27877.85
934,2021,6,22,27553.17
935,2021,6,23,32021.23
936,2021,6,24,29160.69
937,2021,6,25,27420.83
938,2021,6,26,21466.64
939,2021,6,27,11881.18
940,2021,6,28,28595.55
941,2021,6,29,27342.66
942,2021,6,30,25916.69
943,2021,7,1,28873.79
944,2021,7,2,23172.27
945,2021,7,3,19023.36
946,2021,7,4,17628.19
947,2021,7,5,24227.76
948,2021,7,6,30420.97
949,2021,7,7,30745.36
950,2021,7,8,28980.38
951,2021,7,9,30255.49
952,2021,7,10,18271.56
953,2021,7,11,18525.59
954,2021,7,12,29663.61
955,2021,7,13,25910.55
956,2021,7,14,27419.0
957,2021,7,15,27748.8
958,2021,7,16,28941.31
959,2021,7,17,19248.51
960,2021,7,18,17132.13
961,2021,7,19,25787.44
962,2021,7,20,26433.09
963,2021,7,21,26733.63
964,2021,7,22,25767.7
965,2021,7,23,27846.97
966,2021,7,24,17896.67
967,2021,7,25,16428.44
968,2021,7,26,23223.85
969,2021,7,27,28292.85
970,2021,7,28,25992.38
971,2021,7,29,28259.9
972,2021,7,30,23122.14
973,2021,7,31,16175.52
974,2021,8,1,11.66
975,2021,8,2,14.55
976,2021,8,3,5.63
977,2021,8,4,3.6
978,2021,8,5,7.529999999999999
979,2021,8,6,10.38
980,2021,8,7,5.01
981,2021,8,8,18.45
982,2021,8,9,1.05
983,2021,8,10,5.65
984,2021,8,11,16.71
985,2021,8,12,4.04
986,2021,8,13,2.62
987,2021,8,14,2.61
988,2021,8,15,4.779999999999999
989,2021,8,16,4.61
990,2021,8,17,9.55
991,2021,8,18,0.0
992,2021,8,19,6.11
993,2021,8,20,3.79
994,2021,8,21,1.45
995,2021,8,22,1.09
996,2021,8,23,4.1
997,2021,8,24,4.11
998,2021,8,25,9.99
999,2021,8,26,7.609999999999999
